Name,X100077_0m,X100120_0m,X100123_0m,X300112_0m,X100077_2m,X100120_2m,X100123_2m,X300112_2m,X100077_6m,X100120_6m,X100123_6m,X300112_6m
SOX4,44,62,63,73,53,45,60,68,38,63,56,52
CPNE5,0,0,0,0,0,0,2,2,0,2,0,0
SSR1,304,432,385,381,301,365,362,407,249,524,403,335
NRN1,2,4,7,9,1,2,0,1,0,0,0,0
ATXN1,190,0,806,455,0,263,450,0,0,632,0,230
DEK,107,168,143,120,149,60,163,160,97,153,211,114
BLOC1S5,0,2,0,22,4,5,18,9,15,7,4,9
OPN5,0,0,0,0,0,0,0,0,0,0,0,0
LRRFIP1,479,930,590,615,423,669,797,677,452,846,722,438
EREG,20,26,34,13,21,29,21,19,14,40,25,13
TRIM51,0,0,0,0,0,0,0,0,0,0,0,0
MYRF-AS1,0,0,0,0,0,0,0,1,0,0,0,0
SCGB1D2,0,0,0,0,0,0,0,0,0,0,0,0
SCGB2A1,0,0,0,0,0,0,0,0,0,0,0,0
EMC3,211,302,494,390,317,378,511,546,180,392,557,397
SH3TC1,70,115,86,100,76,146,144,147,43,134,64,106
KATNAL2,9,17,16,20,10,14,14,16,9,14,25,18
BBS2,61,93,104,30,61,63,69,74,0,0,12,0
MT2A,34,107,77,102,72,51,38,107,74,78,50,109
GOT2,83,71,67,69,74,94,77,84,66,89,73,50
SPHK2,13,39,0,0,26,8,0,0,9,32,47,0
PIWIL1,0,0,1,1,0,1,0,0,0,0,0,0
RAP2A,339,366,242,345,301,397,292,506,237,454,235,297
SLC10A2,1,6,3,5,4,4,1,3,1,9,3,2
HROB,0,0,1,0,0,0,5,0,0,0,3,3
SLC22A5,20,24,18,9,3,18,0,10,18,32,10,6
IRF1,367,1099,893,557,284,654,907,499,288,849,772,417
DMAC2L,4,0,7,0,0,2,3,3,0,0,2,8
BMP4,0,0,0,0,0,0,0,0,0,0,0,0
PTGER2,168,230,274,203,190,270,196,234,169,332,305,169
RPS29,742,722,624,625,670,939,894,804,754,908,821,577
SOX9,0,0,0,0,0,0,0,0,0,0,0,0
MYH2,0,0,0,0,0,0,0,0,0,0,0,0
MRPS7,26,54,51,48,53,43,53,38,44,68,45,26
ARMC7,42,80,58,76,63,49,67,82,59,60,84,45
NUP85,10,66,44,32,0,21,44,53,32,54,0,0
MIF4GD,15,0,0,4,10,0,11,0,0,0,0,0
NT5C,19,27,38,27,21,14,24,47,16,52,28,27
MSTO1,22,0,0,13,0,35,22,0,0,0,31,0
MBOAT7,324,0,382,237,137,0,684,225,171,0,318,245
LILRB3,0,121,0,0,0,0,0,53,0,0,0,0
LILRA6,0,3,0,0,2,0,1,0,0,0,3,0
ZBTB46,19,18,22,15,31,29,26,33,27,40,26,20
SLC35F5,150,241,239,146,131,148,178,244,119,239,217,169
INSIG2,79,84,63,53,50,62,60,82,38,99,77,50
PSD4,668,721,805,825,433,702,1043,982,580,784,814,468
PSPN,0,0,0,0,0,0,0,0,0,0,0,0
ALKBH7,49,45,45,43,39,37,47,58,36,66,51,54
CLPP,55,51,45,56,54,38,59,72,49,84,43,43
TNFSF9,1,3,5,3,2,2,3,4,2,4,6,2
THOC2,205,129,109,114,114,136,117,252,108,202,208,124
RPL23,268,294,393,290,262,377,371,362,260,556,372,211
STRADA,0,0,0,0,0,0,10,0,5,10,38,0
CD70,2,1,1,3,3,2,2,0,4,5,1,0
C3,15,11,16,23,23,30,16,25,7,24,14,12
SH2D3A,8,6,0,23,15,16,15,0,0,30,17,3
TNFSF14,159,284,269,251,111,186,307,268,133,289,277,195
RTN2,0,0,0,4,14,3,31,0,0,0,0,0
EML2,67,51,64,34,56,60,47,64,71,75,52,47
VASP,1707,3008,2168,2217,924,2127,2835,2323,1229,2550,2330,1399
SYMPK,124,64,19,50,0,73,32,118,99,48,25,27
CFAP61,0,0,0,0,0,0,0,0,0,0,0,0
CDC25B,162,215,216,308,307,179,171,208,225,285,303,288
GNRH2,0,0,0,0,0,0,0,0,0,0,5,0
CD93,1122,2100,2329,2594,757,1805,2349,2917,990,2128,2424,1836
CST8,0,0,0,0,0,0,0,0,0,0,0,0
PSMF1,68,84,135,159,78,111,158,148,90,126,137,125
CSTL1,0,0,0,0,0,0,0,0,0,0,0,0
TMX4,960,1242,1068,993,576,926,1279,1009,695,1406,1028,677
AP5S1,15,0,9,0,0,0,2,0,0,8,0,7
RRBP1,274,0,266,334,291,257,243,426,182,298,210,290
DSTN,52,70,83,47,40,79,46,38,49,82,103,31
LAMP5,5,4,11,10,7,5,5,12,5,0,16,7
SNRPB2,2,12,13,2,2,13,19,24,5,10,16,9
TCF15,0,0,0,0,0,0,0,0,0,0,0,0
OTOR,0,0,0,0,0,0,0,0,0,0,0,0
BANF2,0,0,0,0,0,0,0,0,0,0,0,0
FAM110A,61,14,25,6,0,26,25,7,33,8,34,4
SCRT2,20,68,82,60,23,51,40,43,28,89,71,39
DEFB129,0,0,0,0,0,0,0,0,0,0,0,0
RAD21L1,0,0,0,0,0,0,0,0,0,0,0,0
TLE6,0,0,0,0,0,0,0,0,0,0,0,0
S1PR4,522,710,735,648,390,572,755,758,394,731,945,451
NCLN,123,199,189,144,80,162,172,181,109,123,163,68
CITED1,0,0,0,0,0,0,0,0,0,0,0,0
ANKHD1,0,13,29,21,0,31,44,23,8,0,34,10
PITHD1,519,582,1080,1926,1396,1172,784,2157,864,894,1182,1296
MAX,30,46,68,42,30,42,51,38,43,61,77,47
FNTB,63,55,36,41,39,63,87,57,39,22,32,22
ARMCX5,0,22,8,16,20,0,43,27,20,0,0,6
MMP24,46,71,98,83,45,75,55,94,48,79,98,71
NECAB3,10,0,0,0,0,3,0,11,0,0,13,6
RALY,357,523,403,416,254,423,501,548,287,527,480,309
C20orf173,0,0,0,0,3,0,1,0,0,1,1,1
BPIFB9P,2,4,4,7,5,11,2,8,10,9,8,1
PLAGL2,193,325,261,267,171,339,253,313,163,332,256,230
AGO3,9,0,0,0,0,0,16,0,0,23,0,0
UROD,37,32,34,71,36,74,63,92,44,79,56,48
SLC35E2A,0,0,0,0,0,0,0,0,0,0,0,0
KLC1,0,79,36,82,65,77,61,67,0,77,0,85
PCID2,8,0,9,0,8,11,14,14,7,9,13,0
SLURP1,0,0,0,0,1,0,0,0,0,0,0,0
LRFN3,19,19,0,14,10,0,0,23,0,13,15,8
IGFLR1,60,55,102,75,40,59,73,91,37,49,87,42
CAPNS1,0,11,0,3,6,13,17,7,0,14,12,3
PDCD2L,13,11,10,9,14,4,0,11,9,10,12,0
UBA2,58,62,52,60,52,64,40,79,40,55,94,51
FFAR2,0,0,0,0,0,0,0,0,0,0,0,0
HCST,76,99,100,78,79,104,77,84,103,126,78,55
FFAR1,0,5,9,9,1,6,5,4,4,10,8,2
KRT13,0,0,0,0,0,0,0,0,0,0,0,0
KRT35,0,0,0,0,0,0,0,0,0,0,0,0
KRT38,0,0,0,0,0,0,0,0,0,0,0,0
CCR7,572,320,526,386,455,412,488,448,382,545,623,325
KRT9,0,0,0,0,0,0,0,0,0,0,0,0
NR1D1,43,19,17,10,30,25,29,25,37,30,35,15
ARL2,34,41,26,40,32,36,22,44,25,36,29,26
BCL2L12,20,15,0,19,11,15,7,16,8,16,14,9
RRAS,24,44,51,51,23,44,38,38,20,38,32,37
PRRG2,0,0,3,0,1,4,1,1,3,3,3,3
TSKS,0,3,4,2,1,3,8,11,0,3,4,1
NOP53,826,1210,1006,1153,827,1088,926,1569,781,1612,1167,917
FLRT1,4,2,11,6,3,5,2,10,5,1,4,5
SBDS,136,108,144,121,122,158,130,169,119,177,171,96
CSN1S1,0,0,0,0,0,0,0,0,0,0,0,0
STATH,0,0,0,0,0,0,0,0,0,0,0,0
HTN1,0,0,0,0,0,0,0,0,0,0,0,0
IFI35,6,4,11,11,10,16,19,13,9,13,11,14
MLX,0,19,0,4,10,12,4,19,6,28,4,0
WNK4,0,6,0,3,0,0,0,0,0,5,0,0
DNASE1,48,65,70,60,44,54,60,78,39,86,76,36
TRAP1,38,55,65,67,39,57,0,78,42,104,59,14
SUGP1,43,0,0,30,0,0,0,31,0,0,0,24
DDX49,47,59,83,58,48,91,84,78,68,31,61,51
SDF2,55,68,87,51,27,40,79,71,43,70,70,46
NSRP1,84,10,0,35,0,107,43,64,91,138,62,79
AHDC1,49,38,22,34,34,34,31,35,45,101,34,30
SLC35A2,0,0,0,0,4,12,7,0,4,12,5,11
CFP,0,0,17,0,0,6,17,0,18,0,15,26
ELK1,51,48,58,56,55,60,68,78,31,59,58,44
ATG14,100,150,172,157,117,112,151,188,90,227,201,96
DLGAP5,22,0,27,0,21,0,0,12,0,32,0,0
L3HYPDH,11,9,4,10,11,12,20,8,9,5,6,4
HSPA2,1,0,0,0,0,2,0,0,0,0,1,0
TBPL2,0,2,0,0,1,0,0,0,0,0,0,0
SGPP1,172,170,119,154,109,169,165,171,85,196,151,103
PLEKHG3,353,860,820,709,360,740,686,743,327,885,900,503
EVI2A,26,51,84,40,9,40,47,28,30,59,100,19
OMG,0,0,0,3,0,10,0,0,0,0,0,0
AIF1L,0,0,0,0,0,0,0,0,0,0,0,0
FAM78A,37,67,97,51,58,60,67,64,33,76,125,95
CTAG2,0,0,0,0,0,0,0,0,0,0,0,0
MAGEC2,0,0,0,0,0,0,0,0,0,0,0,0
CANX,883,891,142,213,735,760,130,319,577,651,86,287
PYCARD,139,244,175,200,89,182,210,174,146,190,148,115
COX7C,225,259,234,193,230,272,256,285,230,337,277,252
PHPT1,16,26,16,19,19,33,24,18,19,30,19,14
TRAF2,55,75,65,83,55,88,66,86,54,81,78,64
ABHD8,27,32,25,38,17,31,44,25,22,30,38,22
COL14A1,0,0,0,0,0,0,0,0,0,0,0,0
HELB,625,675,728,473,487,573,623,524,444,758,681,444
TSPAN8,0,0,0,0,0,0,0,0,0,0,0,0
RAB3IP,0,0,0,0,0,0,0,0,0,2,3,0
YEATS4,27,53,31,30,19,45,38,30,27,72,41,25
NDUFB2,49,55,56,39,35,55,49,57,51,81,47,58
TAS2R3,12,9,14,11,16,9,3,12,20,18,4,8
TAS2R4,12,29,23,6,23,14,10,17,17,24,20,7
TAS2R5,2,5,6,4,9,7,2,1,11,5,6,3
ZNF777,60,69,47,78,73,64,70,106,57,90,80,56
IDUA,13,15,19,7,24,47,15,49,30,50,42,21
ZNF317,131,121,116,123,21,150,147,144,128,235,145,111
PIN1,60,67,71,53,50,78,73,99,54,89,70,62
FBXL12,32,57,13,27,24,18,25,8,16,49,46,0
KIF17,0,0,0,0,0,0,0,0,0,0,0,0
PLA2G2C,0,0,0,0,0,0,1,1,0,0,0,0
CYP4F11,0,0,0,0,0,0,0,0,0,0,0,0
SIN3B,156,245,187,202,134,234,202,190,138,205,290,146
EPS15L1,0,0,0,0,0,65,0,0,0,0,0,0
KLF2,1260,1405,1537,1393,1122,1372,1785,1501,1200,1867,2012,1219
OR7C2,0,0,0,0,0,0,0,0,0,0,0,0
OR7C1,0,0,0,0,0,0,0,0,0,0,0,0
F2RL3,28,42,64,47,30,47,45,53,23,50,60,34
HCFC1R1,10,7,17,18,22,18,0,0,0,5,20,9
JPT2,71,73,115,101,83,86,113,88,35,124,140,90
UNKL,0,0,36,44,0,36,0,0,30,60,34,35
GFER,34,23,24,31,16,22,22,31,18,54,18,26
SYNGR3,0,0,0,6,0,0,1,0,0,7,2,0
RAB40C,39,20,30,28,30,38,26,48,26,17,27,47
WDR24,0,3,13,7,0,0,14,0,0,0,9,10
GNG13,0,0,2,0,1,0,0,0,0,1,1,1
TUBBP1,0,0,0,0,0,0,0,0,0,0,0,0
ZNF10,26,15,20,17,6,10,28,26,17,33,28,19
TICAM1,51,86,70,72,45,50,46,81,38,81,82,66
MON1B,255,357,303,287,256,315,301,325,213,444,291,245
METTL25,13,23,9,21,17,0,54,31,32,0,0,5
EIF3K,231,296,250,259,245,319,278,387,220,405,259,222
EMC6,13,22,18,18,15,15,22,20,16,23,18,27
OR1E2,0,0,0,0,0,0,0,0,0,0,0,0
TUBA4A,312,366,454,398,287,281,525,417,305,301,465,270
VIL1,58,58,57,88,35,26,64,110,32,31,46,72
AAMP,124,140,111,94,119,163,129,204,89,159,154,84
PNKD,26,23,39,12,23,39,36,30,27,38,28,20
TNFRSF19,0,0,1,0,1,0,0,3,1,1,3,0
PHTF2,0,0,0,26,0,81,0,0,0,0,0,0
HSPB1,26,53,35,32,28,40,38,26,28,38,49,21
GNG11,256,260,298,378,195,171,385,300,149,167,271,221
SEM1,34,54,45,45,33,37,41,51,25,49,35,44
GNGT1,0,0,0,0,0,0,0,0,0,0,0,0
PTPN12,389,647,502,518,250,410,706,650,262,411,558,381
FGL2,2895,8064,3927,4048,1421,4204,5341,4731,2034,5270,3532,2961
STYXL1,0,23,28,23,22,21,42,32,21,8,18,24
PEX1,88,69,74,83,46,80,103,114,80,140,73,28
LRFN1,43,69,68,73,39,61,87,84,36,77,72,62
SPINK2,1,0,0,2,2,2,1,0,0,0,0,0
RASL11B,0,1,0,0,0,0,0,0,0,0,0,0
TUBGCP6,82,11,21,43,12,38,13,74,0,46,21,24
DGCR6L,47,55,60,61,45,46,46,81,41,64,61,49
NCF4,383,722,679,532,242,501,828,478,273,520,720,378
CYTH4,728,1438,898,901,423,854,1425,1005,472,898,970,646
GCAT,4,4,1,2,1,5,0,2,6,10,0,3
SGSM3,109,123,153,127,112,148,126,173,84,137,216,96
SEZ6L,0,0,0,0,5,8,0,0,0,0,0,0
VPREB3,10,5,35,5,24,8,29,16,14,36,54,16
SDF2L1,36,28,37,28,37,50,31,35,20,53,29,27
YWHAH,375,426,473,448,264,314,451,500,317,318,353,313
RFPL1S,0,0,0,0,0,0,0,0,0,0,0,0
RFPL2,0,0,0,0,0,0,0,0,0,0,0,0
A4GALT,0,0,0,0,0,0,0,0,0,0,0,0
RFPL3,0,0,0,0,0,0,0,0,0,0,0,0
CDC42EP1,7,3,4,8,17,9,2,8,10,2,0,11
MCHR1,1,6,0,3,0,2,0,0,0,3,0,0
GALR3,0,0,0,0,0,0,0,0,0,0,0,0
TST,6,31,48,40,7,40,74,30,0,30,43,33
APOL5,0,0,0,0,0,0,0,0,0,0,0,0
IGLL1,0,0,0,0,0,0,0,0,0,0,0,0
CCDC117,223,244,234,201,140,185,236,232,177,238,299,178
APOL2,0,0,0,10,0,0,0,0,0,0,0,0
RAC2,1858,1921,1543,1714,1277,1657,1976,1838,1526,2005,1577,1171
LIF,0,0,0,0,0,3,1,0,0,2,0,0
C22orf23,0,0,0,0,0,0,0,0,0,0,0,0
APOBEC3A,37,332,313,170,47,149,201,204,126,76,98,209
EMC4,0,0,5,12,6,7,0,0,13,3,7,0
PMPCB,54,74,77,79,39,65,91,75,73,101,100,60
DNAJC2,0,0,0,0,0,0,0,0,4,0,0,0
TAS2R16,0,0,0,0,0,0,0,0,0,0,0,0
ATP6V1F,117,118,107,86,95,108,143,146,112,118,102,102
LSM8,56,65,66,56,41,54,58,84,59,106,53,65
VGF,0,0,0,0,0,0,0,0,0,0,0,0
STRIP2,19,18,33,30,12,18,25,24,15,19,19,22
DNAJB9,96,88,78,73,62,91,115,75,73,132,101,56
LRRC4,125,431,370,274,81,224,415,265,123,285,355,174
CALU,90,115,121,135,63,110,103,145,84,128,115,67
SMO,1,0,1,0,0,0,0,0,0,0,1,2
IRF5,0,105,0,0,0,53,15,0,0,0,0,0
LRRC17,0,0,0,0,0,0,3,0,0,0,0,0
OPN1SW,1,0,4,4,3,6,1,8,5,7,4,5
SIRT2,0,13,0,19,24,0,6,45,14,19,6,4
HOXD3,0,0,0,0,0,0,0,0,0,0,0,0
MTX2,0,14,0,0,0,0,15,20,11,22,0,0
HOXD9,0,0,0,0,1,0,0,0,0,0,0,0
HOXD10,0,0,0,0,0,0,0,0,0,1,0,0
HOXD11,0,0,1,0,0,0,0,0,0,0,0,0
ARHGAP22,0,4,0,0,0,3,8,7,5,10,0,0
PIAS1,606,932,814,694,423,725,943,727,424,985,843,543
SNAP23,534,717,752,737,333,558,1075,738,334,678,676,525
TMOD2,218,467,365,180,202,374,379,301,200,388,393,187
SLTM,39,36,30,44,5,33,30,33,25,60,45,8
DLL4,0,0,1,1,0,1,0,0,1,0,0,0
ALDH1A2,0,4,3,0,1,0,0,0,0,0,0,3
KNSTRN,0,0,0,0,0,0,0,0,0,0,0,0
SERF2,407,610,603,774,847,674,551,968,626,673,567,871
CLN6,40,77,59,67,44,57,67,86,32,50,62,44
ARPP19,535,474,562,440,385,413,659,485,318,649,574,277
VPS13C,1821,1860,1629,1584,1125,1293,1834,2237,1113,2077,1894,1303
ISLR,0,0,0,0,0,0,0,0,0,0,0,0
THAP10,0,0,0,0,1,0,0,0,1,3,0,1
AMOTL2,0,0,0,0,0,0,0,0,0,0,0,0
ACKR4,3,9,4,4,9,4,2,4,4,9,13,0
MBD4,0,0,0,0,0,0,0,0,0,0,0,0
COPB1,74,193,191,189,136,154,163,120,77,139,216,96
MYOD1,0,0,0,0,0,0,0,0,0,0,0,0
TPH1,16,18,16,18,7,21,21,14,18,22,19,9
E2F8,2,0,0,0,0,0,0,0,0,3,0,0
SOX15,0,0,0,4,0,7,0,3,0,0,0,0
PIMREG,2,2,3,0,0,1,0,3,0,0,4,0
USP6,0,0,0,0,0,15,0,0,0,0,21,0
ZNF232,0,0,11,8,0,7,0,0,0,0,5,12
AIPL1,0,0,0,0,0,0,4,0,0,0,4,0
CD68,251,512,472,434,189,367,477,377,287,351,275,251
TXNDC17,10,36,30,19,11,24,27,23,3,35,51,17
ATP1B2,6,9,19,12,39,15,6,16,19,12,13,11
FXR2,108,136,145,144,74,121,125,165,90,147,144,121
MPDU1,47,41,18,0,29,55,55,39,26,55,0,40
LRRC6,2,2,14,3,0,9,2,0,0,6,0,0
QTRT1,16,5,16,21,16,18,8,13,19,8,22,5
ILF3,71,73,0,0,0,0,0,0,32,54,0,0
AP1M2,0,0,0,3,0,0,5,9,0,9,0,0
ERI1,94,133,120,94,71,83,125,115,89,93,120,97
CLEC11A,14,15,9,6,5,12,4,9,4,11,14,6
KLK12,0,0,0,0,0,0,0,0,0,0,0,0
SIGLEC9,262,498,548,407,113,317,555,449,203,358,480,271
NFATC4,0,0,0,0,0,0,0,0,0,0,0,0
PRORP,73,133,128,62,85,119,97,103,61,154,157,90
GEMIN2,0,0,0,9,0,9,0,0,3,2,0,4
DHRS2,0,0,0,0,0,0,0,0,0,0,0,0
BCL2L2,50,78,95,81,52,60,63,86,60,90,85,71
PARP2,0,0,0,9,16,0,12,0,13,0,0,13
FOXA1,0,0,0,0,0,0,0,0,0,0,0,0
EAPP,125,106,99,120,77,118,144,109,82,150,109,67
EGLN3,15,39,25,18,7,12,37,27,14,16,22,10
PIP4P1,22,16,70,45,27,28,47,43,45,30,48,21
NEDD8,133,206,171,158,101,131,203,181,143,207,187,161
DAD1,161,183,171,179,111,136,188,196,149,200,181,131
CDO1,1,0,3,0,1,0,0,0,3,0,3,0
RAP1B,178,266,279,211,214,256,209,233,170,354,258,180
ADGRE1,169,134,203,73,217,141,183,227,96,187,119,13
AANAT,3,3,6,6,6,7,3,3,4,7,14,0
ARHGEF6,363,425,384,436,307,368,412,381,291,452,464,287
ART1,2,2,3,4,2,0,4,0,0,2,1,1
CHRNA10,1,18,20,5,0,11,19,4,3,8,13,4
TTTY1B,0,0,0,0,0,0,0,1,0,1,0,0
RPS4Y1,248,331,2,235,270,324,0,311,270,377,3,382
VCY,0,0,0,0,0,0,0,0,0,0,0,0
RBMY1J,0,0,0,0,0,0,0,0,0,0,0,0
CDY2A,0,0,0,0,0,0,0,0,0,0,0,0
DAZL,0,1,0,0,0,0,0,0,0,0,0,0
MAPK8IP3,58,54,0,66,213,65,144,259,87,379,273,153
MKNK2,1005,473,999,1592,903,1257,1555,1794,680,1580,1516,1036
KLF16,119,107,125,124,95,104,172,171,114,131,193,138
PGAP6,41,140,60,137,15,160,183,127,17,142,91,63
INS,0,0,0,0,0,0,0,0,0,0,0,0
ABHD17A,17,37,28,22,44,35,33,65,44,37,38,21
SALL1,0,0,0,0,0,0,0,0,0,0,0,0
ZC3H14,72,130,142,115,91,111,94,76,70,181,136,58
MYO16,0,0,0,0,0,0,0,0,0,0,0,0
LMAN1,378,383,380,240,215,299,400,265,225,524,371,200
NUP37,34,18,9,19,16,15,27,37,25,32,26,9
DMXL2,505,1525,1130,990,405,1280,957,1105,519,1445,1004,829
DSC2,386,491,313,146,123,229,336,118,194,180,222,74
ANGEL1,75,84,113,119,83,128,103,112,63,124,116,78
SAMD4A,0,52,0,19,0,35,48,29,18,0,0,13
CNGB1,10,18,35,12,8,14,10,10,13,9,28,3
CDADC1,30,38,43,40,20,45,32,34,38,48,40,47
NALCN,0,0,0,0,0,0,0,0,0,0,0,0
VPS35L,0,0,32,0,0,62,0,33,39,0,16,0
DOCK7,0,0,0,6,0,0,0,0,0,0,0,0
CORO7,450,334,421,444,291,459,426,551,291,462,339,342
SEC14L5,77,79,124,147,58,54,107,102,78,34,83,79
CEP170B,0,0,0,0,0,0,0,0,0,1,0,0
CLSPN,40,26,24,33,4,20,41,32,4,31,33,24
PBX4,3,0,2,4,3,0,0,0,0,2,0,2
DHX40,202,251,293,286,158,248,324,275,156,352,344,203
DTWD1,28,26,62,34,22,37,39,56,37,50,57,27
MEGF8,19,0,0,13,0,0,0,0,0,0,0,0
ZNF221,0,13,10,5,7,10,5,8,0,12,4,4
HCN2,9,2,4,10,7,6,6,12,6,6,11,15
WDR18,0,0,0,0,0,0,0,0,0,0,0,0
IGSF21,0,0,0,0,0,0,0,0,0,0,0,0
SLX1A,79,109,0,0,0,0,0,0,0,0,0,0
INTS2,20,0,42,45,54,45,0,80,34,34,73,25
KHNYN,469,542,590,501,435,511,591,593,354,703,735,367
CERS4,20,8,0,38,18,0,0,36,15,0,0,0
ESRP2,0,0,21,0,23,0,7,25,10,21,28,6
LILRA1,22,0,52,48,0,20,0,63,0,76,0,27
LILRA2,37,82,193,76,35,86,156,90,31,100,153,64
TUBG2,9,15,10,10,10,4,8,11,11,21,13,8
TUBG1,20,16,18,18,9,15,24,31,12,15,24,14
CFHR4,0,0,0,0,0,0,0,0,0,0,0,0
RPS16,1186,1244,860,1191,1175,1282,1142,1439,1099,1692,1177,1052
MAST1,3,2,2,5,0,0,3,0,0,0,9,1
PLPPR2,147,335,296,244,56,261,293,274,145,297,265,195
SULT1C2,0,0,0,0,0,0,0,0,0,0,0,0
NCAPG,48,43,45,31,21,49,61,48,40,65,67,32
RABGAP1L,221,311,331,317,261,316,326,416,219,456,276,256
ESYT2,667,654,593,539,573,673,589,672,472,890,634,463
ALOX12,97,116,120,185,73,85,105,140,101,103,137,86
FBXO44,0,0,0,0,0,0,0,0,0,0,0,0
UGT2A3,0,0,0,2,1,3,1,0,0,4,4,0
ADAMTS2,0,0,0,0,0,1,0,0,0,0,0,0
CIAO3,39,46,16,46,30,38,9,49,32,56,38,43
HBA2,374589,446890,1001585,953745,1317178,1008129,537599,1215190,892270,800044,910029,906754
TRNT1,74,122,83,104,92,88,92,92,55,129,112,51
PDGFRL,0,0,0,1,1,0,0,0,0,0,0,0
DHX29,164,233,207,180,141,151,197,257,154,262,194,140
DHX58,44,95,53,63,26,55,56,43,31,54,66,36
KRT12,0,0,0,0,0,0,0,0,0,0,0,0
KRT31,0,0,0,0,0,0,0,0,0,0,0,0
KRT33B,0,0,0,0,0,0,0,0,0,0,0,0
PCCB,29,0,0,37,31,39,0,23,24,45,0,35
ARFGEF3,2,6,7,1,2,3,3,1,1,2,1,6
USP40,0,0,85,0,62,70,57,0,81,76,89,14
VPS50,7,16,12,14,30,18,13,0,0,19,13,13
SNX4,85,79,69,85,48,82,99,108,37,95,112,63
ROPN1B,0,0,0,0,0,3,0,0,0,0,0,0
SPAG1,39,46,62,37,27,44,93,50,0,51,66,29
RRM2B,261,498,360,374,146,303,512,419,198,415,383,258
RHOBTB2,27,30,55,119,55,22,126,129,26,124,60,38
RAF1,598,1164,1106,830,347,797,1111,896,617,1039,1101,588
TDRD1,4,3,4,3,2,7,3,3,1,11,2,3
MED17,48,56,43,41,25,46,57,45,21,59,63,30
RIC1,46,32,47,49,54,65,62,79,63,52,61,71
SCML2,3,4,6,3,3,4,3,9,2,7,11,5
NXPE1,0,0,0,2,0,0,0,0,0,0,1,0
ALG13,0,0,0,0,0,0,0,0,0,0,0,0
TSG101,125,161,138,160,135,142,205,185,131,222,173,151
CARD10,0,0,0,0,0,0,0,0,0,1,0,0
KIAA0930,0,35,50,13,0,0,0,0,0,28,12,0
DHX35,20,50,23,52,49,66,0,34,48,64,21,0
TRPC4AP,266,634,527,406,254,421,351,520,215,598,503,229
TYMP,432,1237,515,479,169,540,824,509,537,716,413,371
C20orf194,72,108,123,86,70,114,75,128,86,149,115,70
ELN,0,0,0,0,0,0,0,0,0,0,0,0
FKBP6,0,0,0,0,0,0,0,0,0,0,0,0
CUL9,150,141,158,231,151,78,191,218,127,224,0,132
ACTR3C,7,3,13,5,0,0,0,10,0,5,5,7
PCDHGA12,0,0,0,0,0,0,0,0,0,0,0,7
PCDHGC5,0,1,0,0,0,0,3,0,0,0,0,0
TMCO6,8,16,31,0,0,0,0,8,14,0,14,0
NDUFA2,66,54,54,59,41,72,66,55,64,75,72,61
UBE4A,457,751,633,481,338,639,595,632,436,663,703,354
POLDIP3,362,480,403,381,270,441,445,553,368,492,477,290
MICAL3,4,6,7,6,3,2,10,4,1,5,13,8
TRMT2A,66,52,63,76,67,37,69,94,38,89,84,67
ESS2,33,46,68,42,10,33,57,35,33,58,63,24
MYH13,0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN9,0,0,0,0,0,0,0,0,0,0,21,0
ZKSCAN3,68,73,71,34,24,51,79,77,45,86,68,25
MICB,0,0,0,0,0,0,0,0,0,0,0,0
KRT5,5,0,4,0,0,0,0,0,0,0,0,0
KRT1,156,166,171,482,314,412,82,769,177,293,153,429
KRT75,0,0,0,0,0,0,0,0,0,0,0,0
KRT6C,0,0,0,0,0,0,0,0,0,0,0,0
KRT6B,0,0,0,1,0,0,0,0,0,0,0,0
DPF2,91,162,0,109,39,98,0,77,48,0,25,103
GAMT,9,8,1,13,7,8,11,11,10,4,9,9
GALNT8,1,1,1,4,8,1,1,3,2,2,3,2
KCNA5,0,3,0,4,2,0,0,2,2,3,4,0
CRACR2A,33,14,17,25,41,12,43,26,21,41,47,45
PSMG3,4,27,9,6,11,15,12,18,6,11,9,5
STARD8,0,0,0,0,0,0,0,0,0,0,0,0
FAM155B,4,0,1,0,1,0,1,0,2,0,3,0
ECSIT,3,0,0,0,0,0,0,0,0,0,0,0
LDLR,86,148,114,84,75,172,82,72,61,163,128,36
ELOF1,70,88,175,175,173,137,129,223,112,139,141,147
ANGPTL8,0,0,0,0,0,0,0,0,0,0,0,0
CNN1,0,0,4,6,0,0,1,4,0,0,2,0
CDC16,0,0,0,0,0,0,0,0,25,0,0,0
ZSCAN10,0,0,0,0,0,0,0,0,0,0,0,1
NECTIN2,82,23,22,8,28,12,18,11,68,20,15,3
APOE,0,0,0,0,0,0,0,0,0,0,0,0
TOMM40,0,0,32,0,35,13,7,19,26,32,21,25
APOC2,0,0,0,0,0,0,2,0,0,0,0,0
ALLC,0,0,0,0,0,0,0,0,0,0,0,0
GADD45G,0,6,5,6,7,2,5,5,1,5,2,0
XPO7,404,489,652,488,414,997,613,716,339,720,757,447
ACE2,0,0,1,0,0,0,0,1,0,0,1,0
INF2,0,19,33,0,23,47,28,25,38,45,34,12
FAM98C,14,13,20,40,20,35,18,12,24,34,10,13
SAFB2,200,253,312,342,219,217,267,349,210,339,350,294
NCAN,0,2,0,0,0,0,0,0,1,1,0,0
PLVAP,42,24,55,82,70,58,60,100,53,48,103,50
